,G1000116,M1004271,M0001227,M0000612,S0059843,S0059744,M0000185,M0000271
2011-11-11,100.2282,4.2137,5.0,5.495,5.595,2.5683,6.3317,76.91
2011-11-14,100.2282,4.2173,5.0,5.495,5.5681,2.5562,6.3301,77.46
2011-11-15,100.2282,4.2213,5.0,5.495,5.5714,2.5459,6.3436,77.9
2011-11-16,100.2282,4.2413,5.0,5.495,5.6014,2.5692,6.3509,78.28
2011-11-17,100.2282,4.2745,5.0,5.495,5.7014,2.598,6.3553,78.32
2011-11-18,100.2282,4.2851,5.0,5.495,5.7429,2.6013,6.3548,78.04
2011-11-21,100.2282,4.3053,5.0,5.495,5.8099,2.611,6.3522,78.33
2011-11-22,100.2282,4.3044,5.0,5.495,5.8499,2.6397,6.3555,78.27
2011-11-23,100.2282,4.3027,5.0,5.495,5.8349,2.6717,6.3498,79.06
2011-11-24,100.2282,4.2576,5.0,5.495,5.8099,2.6754,6.357,79.04
2011-11-25,100.2282,4.2732,5.0,5.495,5.81,2.6932,6.3554,79.61
2011-11-28,100.2282,4.2883,5.0,5.495,5.8571,2.7215,6.3585,79.19
2011-11-29,100.2282,4.289,5.0,5.495,5.9071,2.724,6.3587,79.08
2011-11-30,100.1416,4.2291,2.72,4.225,5.8951,2.7366,6.3482,78.34
2011-12-01,100.1416,4.0749,2.72,4.225,5.5901,2.5866,6.3353,78.29
2011-12-02,100.1416,4.0269,2.72,4.225,5.5864,2.6334,6.331,78.62
2011-12-05,100.1416,4.0327,2.72,4.225,5.5366,2.6213,6.3349,78.58
2011-12-06,100.1416,4.0203,2.72,4.225,5.5566,2.6293,6.3334,78.54
2011-12-07,100.1416,4.0203,2.72,4.225,5.5716,2.63,6.3342,78.41
2011-12-08,100.1416,4.0104,2.72,4.225,5.5966,2.63,6.3319,78.83
2011-12-09,100.1416,4.0241,2.72,4.225,5.6844,2.6324,6.3352,78.59
2011-12-12,100.1416,4.0318,2.72,4.225,5.7344,2.6595,6.3297,79.53
2011-12-13,100.1416,4.0263,2.72,4.225,5.7844,2.6926,6.3359,80.27
2011-12-14,100.1416,4.0341,2.72,4.225,5.8144,2.7183,6.3396,80.53
2011-12-15,100.1416,4.0239,2.72,4.225,5.8344,2.7198,6.3421,80.29
2011-12-16,100.1416,4.015,2.72,4.225,5.8782,2.7202,6.3352,80.15
2011-12-19,100.1416,4.0118,2.72,4.225,5.8682,2.7127,6.3303,80.37
2011-12-20,100.1416,4.0075,2.72,4.225,5.8989,2.7127,6.3351,79.86
2011-12-21,100.1416,4.0077,2.72,4.225,5.9289,2.7316,6.3248,79.99
2011-12-22,100.1416,4.0077,2.72,4.225,5.9439,2.7241,6.3253,79.95
2011-12-23,100.1416,4.0005,2.72,4.225,5.9482,2.7341,6.3209,79.99
2011-12-26,100.1416,3.9884,2.72,4.225,5.9332,2.7315,6.3167,79.91
2011-12-27,100.1416,3.9884,2.72,4.225,5.9158,2.7316,6.3152,79.8
2011-12-28,100.1416,3.9877,2.72,4.225,5.9158,2.7342,6.3146,80.5
2011-12-29,100.1416,3.9937,2.72,4.225,5.8858,2.7369,6.3157,80.36
2011-12-30,100.1416,3.9939,2.72,4.225,5.8758,2.7201,6.3009,80.22
2011-12-31,100.0441,3.9947,1.69,4.07,5.8711,2.7167,6.3009,80.22
2012-01-02,100.0441,3.9947,1.69,4.07,5.8711,2.7167,6.3009,80.28
2012-01-03,100.0441,3.9947,1.69,4.07,5.8711,2.7167,6.3009,79.65
2012-01-04,100.0441,3.9854,1.69,4.07,5.8247,2.7278,6.3001,80.08
2012-01-05,100.0441,3.9841,1.69,4.07,5.7947,2.7404,6.3115,80.91
2012-01-06,100.0441,3.9535,1.69,4.07,5.7388,2.7391,6.3166,81.27
2012-01-09,100.0441,3.9056,1.69,4.07,5.6588,2.7308,6.3236,80.98
2012-01-10,100.0441,3.8775,1.69,4.07,5.6369,2.7283,6.3171,80.87
2012-01-11,100.0441,3.9027,1.69,4.07,5.587,2.7884,6.3155,81.29
2012-01-12,100.0441,3.9331,1.69,4.07,5.523,2.7841,6.323,80.84
2012-01-13,100.0441,3.9543,1.69,4.07,5.5365,2.7938,6.3201,81.45
2012-01-16,100.0441,3.9583,1.69,4.07,5.58,2.8251,6.3306,81.44
2012-01-17,100.0441,3.9475,1.69,4.07,5.5969,2.8208,6.325,81.12
2012-01-18,100.0441,3.9528,1.69,4.07,5.5866,2.8614,6.3205,80.48
2012-01-19,100.0441,3.9636,1.69,4.07,5.5347,2.8439,6.3173,80.05
2012-01-20,100.0441,3.9403,1.69,4.07,5.4846,2.8155,6.3138,80.14
2012-01-21,100.0441,3.9303,1.69,4.07,5.4542,2.8169,6.3138,80.14
2012-01-23,100.0441,3.9303,1.69,4.07,5.4542,2.8169,6.3138,79.8
2012-01-24,100.0441,3.9303,1.69,4.07,5.4542,2.8169,6.3138,79.79
2012-01-25,100.0441,3.9303,1.69,4.07,5.4542,2.8169,6.3138,79.48
2012-01-26,100.0441,3.9303,1.69,4.07,5.4542,2.8169,6.3138,79.4
2012-01-27,100.0441,3.9303,1.69,4.07,5.4542,2.8169,6.3138,78.83
2012-01-29,100.0441,3.9198,1.69,4.07,5.3934,2.7757,6.3138,78.83
2012-01-30,100.0441,3.9204,1.69,4.07,5.3807,2.7757,6.3056,79.08
2012-01-31,100.0754,3.9265,0.73,4.5,5.3156,2.7658,6.3115,79.28
2012-02-01,100.0754,3.9649,0.73,4.5,5.323,2.7829,6.3103,78.91
2012-02-02,100.0754,3.9731,0.73,4.5,5.3279,2.7733,6.3075,78.99
2012-02-03,100.0754,3.965,0.73,4.5,5.2797,2.7803,6.3102,78.94
2012-02-06,100.0754,4.0037,0.73,4.5,5.2197,2.8131,6.3108,79.03
2012-02-07,100.0754,4.0295,0.73,4.5,5.223,2.8176,6.3116,78.52
2012-02-08,100.0754,4.0622,0.73,4.5,5.2606,2.9275,6.3027,78.61
2012-02-09,100.0754,4.0657,0.73,4.5,5.2604,2.9589,6.3009,78.59
2012-02-10,100.0754,4.0512,0.73,4.5,5.2102,2.9547,6.2937,79.02
2012-02-13,100.0754,4.0251,0.73,4.5,5.1692,2.9037,6.2939,79.01
2012-02-14,100.0754,4.0438,0.73,4.5,5.1192,2.9325,6.2947,79.38
2012-02-15,100.0754,4.0777,0.73,4.5,5.0792,2.9437,6.2958,79.64
2012-02-16,100.0754,4.1017,0.73,4.5,5.0815,2.9696,6.2991,79.37
2012-02-17,100.0754,4.1014,0.73,4.5,5.1122,2.9856,6.2951,79.42
2012-02-20,100.0754,4.065,0.73,4.5,5.0687,2.9219,6.2938,78.99
2012-02-21,100.0754,4.1389,0.73,4.5,5.1141,2.936,6.296,79.1
2012-02-22,100.0754,4.1564,0.73,4.5,5.0644,2.9395,6.2988,79.2
2012-02-23,100.0754,4.1332,0.73,4.5,5.048,2.9412,6.3031,78.65
2012-02-24,100.0754,4.1252,0.73,4.5,5.0581,2.9269,6.2965,78.39
2012-02-27,100.0754,4.1691,0.73,4.5,5.0809,2.9371,6.2985,78.58
2012-02-28,100.0754,4.1862,0.73,4.5,5.0621,2.9468,6.2961,78.23
2012-02-29,100.0897,4.1807,0.03,3.2,5.0734,2.9475,6.2919,78.8
2012-03-01,100.0897,4.1604,0.03,3.2,5.048,2.9305,6.3016,78.8
2012-03-02,100.0897,4.1834,0.03,3.2,5.0269,2.9256,6.298,79.43
2012-03-05,100.0897,4.2012,0.03,3.2,5.0269,2.9307,6.3121,79.35
2012-03-06,100.0897,4.1925,0.03,3.2,4.9901,2.9322,6.3141,79.83
2012-03-07,100.0897,4.1732,0.03,3.2,4.9682,2.9013,6.3213,79.68
2012-03-08,100.0897,4.1635,0.03,3.2,4.9442,2.8958,6.3235,79.13
2012-03-09,100.0897,4.1635,0.03,3.2,4.9019,2.8922,6.3073,79.97
2012-03-12,100.0897,4.1534,0.03,3.2,4.8719,2.8595,6.3282,79.9
2012-03-13,100.0897,4.1745,0.03,3.2,4.8632,2.8654,6.3259,80.13
2012-03-14,100.0897,4.1947,0.03,3.2,4.8618,2.8785,6.3328,80.54
2012-03-15,100.0897,4.2108,0.03,3.2,4.8618,2.8872,6.3359,80.25
2012-03-16,100.0897,4.2017,0.03,3.2,4.8628,2.869,6.32,79.78
2012-03-19,100.0897,4.2117,0.03,3.2,4.8828,2.8452,6.3082,79.47
2012-03-20,100.0897,4.2619,0.03,3.2,4.9113,2.8711,6.3029,79.62
2012-03-21,100.0897,4.2726,0.03,3.2,4.9166,2.8775,6.3092,79.61
2012-03-22,100.0897,4.3041,0.03,3.2,4.9076,2.8816,6.3004,79.68
2012-03-23,100.0897,4.2862,0.03,3.2,4.9649,2.8528,6.2891,79.32
2012-03-26,100.0897,4.2787,0.03,3.2,4.9722,2.8436,6.2858,78.92
2012-03-27,100.0897,4.2886,0.03,3.2,4.9729,2.8436,6.284,79.15
2012-03-28,100.0897,4.2866,0.03,3.2,4.9788,2.8485,6.2912,79.17
2012-03-29,100.0897,4.2392,0.03,3.2,5.0021,2.8336,6.2932,79.11
2012-03-30,100.0897,4.2533,0.03,3.2,4.9922,2.8355,6.2943,78.95
2012-03-31,100.1125,4.245,-0.32,3.6,4.99,2.8355,6.2943,78.95
2012-04-01,100.1125,4.2553,-0.32,3.6,4.987,2.8551,6.2943,78.95
2012-04-02,100.1125,4.2553,-0.32,3.6,4.987,2.8551,6.2943,78.88
2012-04-03,100.1125,4.2553,-0.32,3.6,4.987,2.8551,6.2943,79.36
2012-04-04,100.1125,4.2553,-0.32,3.6,4.987,2.8551,6.2943,79.75
2012-04-05,100.1125,4.2663,-0.32,3.6,4.9863,2.8595,6.3035,80.06
2012-04-06,100.1125,4.2838,-0.32,3.6,5.0304,2.8731,6.3072,79.84
2012-04-09,100.1125,4.3087,-0.32,3.6,5.0297,2.8698,6.3021,79.77
2012-04-10,100.1125,4.3543,-0.32,3.6,4.9741,2.8712,6.3048,79.86
2012-04-11,100.1125,4.339,-0.32,3.6,4.9038,2.8714,6.3018,79.75
2012-04-12,100.1125,4.3566,-0.32,3.6,4.8525,2.8994,6.2984,79.34
2012-04-13,100.1125,4.3583,-0.32,3.6,4.8063,2.8799,6.2879,79.88
2012-04-16,100.1125,4.4093,-0.32,3.6,4.8081,2.8835,6.296,79.54
2012-04-17,100.1125,4.4401,-0.32,3.6,4.8024,2.872,6.2896,79.55
2012-04-18,100.1125,4.4498,-0.32,3.6,4.7939,2.8545,6.2948,79.58
2012-04-19,100.1125,4.4644,-0.32,3.6,4.7992,2.846,6.3004,79.57
2012-04-20,100.1125,4.4437,-0.32,3.6,4.8184,2.837,6.3042,79.14
2012-04-23,100.1125,4.3952,-0.32,3.6,4.7931,2.8473,6.297,79.36
2012-04-24,100.1125,4.379,-0.32,3.6,4.7886,2.8439,6.3003,79.2
2012-04-25,100.1125,4.3947,-0.32,3.6,4.7584,2.8455,6.2923,79.05
2012-04-26,100.1125,4.393,-0.32,3.6,4.7444,2.8489,6.2829,79.14
2012-04-27,100.1125,4.3924,-0.32,3.6,4.7134,2.8541,6.2787,78.71
2012-04-28,100.1125,4.3928,-0.32,3.6,4.7084,2.8562,6.2787,78.71
2012-04-30,100.1317,4.3928,-0.7,3.4,4.7084,2.8562,6.2787,78.76
2012-05-01,100.1317,4.3928,-0.7,3.4,4.7084,2.8562,6.2787,78.82
2012-05-02,100.1317,4.3886,-0.7,3.4,4.7084,2.845,6.267,79.16
2012-05-03,100.1317,4.3987,-0.7,3.4,4.7092,2.8496,6.2697,79.21
2012-05-04,100.1317,4.3923,-0.7,3.4,4.7112,2.8618,6.2721,79.51
2012-05-07,100.1317,4.4023,-0.7,3.4,4.7128,2.8612,6.2858,79.56
2012-05-08,100.1317,4.43,-0.7,3.4,4.7436,2.8572,6.2804,79.87
2012-05-09,100.1317,4.4116,-0.7,3.4,4.741,2.8399,6.2865,80.13
2012-05-10,100.1317,4.3699,-0.7,3.4,4.6801,2.7978,6.2941,80.22
2012-05-11,100.1317,4.3075,-0.7,3.4,4.6131,2.7531,6.2952,80.26
2012-05-14,100.1317,4.2301,-0.7,3.4,4.4858,2.5488,6.304,80.68
2012-05-15,100.1317,4.1692,-0.7,3.4,4.4937,2.4766,6.311,81.23
2012-05-16,100.1317,4.1295,-0.7,3.4,4.4233,2.4042,6.3205,81.42
2012-05-17,100.1317,4.1412,-0.7,3.4,4.3942,2.4267,6.3233,81.55
2012-05-18,100.1317,4.0966,-0.7,3.4,4.3504,2.4196,6.3209,81.09
2012-05-21,100.1317,4.0988,-0.7,3.4,4.303,2.4317,6.3116,80.97
2012-05-22,100.1317,4.1188,-0.7,3.4,4.2912,2.3817,6.3077,81.65
2012-05-23,100.1317,4.1088,-0.7,3.4,4.2976,2.3517,6.3208,82.02
2012-05-24,100.1317,4.0795,-0.7,3.4,4.2433,2.261,6.3247,82.28
2012-05-25,100.1317,4.0261,-0.7,3.4,4.1504,2.2347,6.326,82.4
2012-05-28,100.1317,4.0089,-0.7,3.4,4.1128,2.25,6.3236,82.21
2012-05-29,100.1317,4.0725,-0.7,3.4,4.1344,2.25,6.3262,82.48
2012-05-30,100.1317,4.0842,-0.7,3.4,4.1199,2.2534,6.3297,83.07
2012-05-31,100.1606,4.0742,-1.4,3.0,4.0835,2.2307,6.3355,83.08
2012-06-01,100.1606,4.0705,-1.4,3.0,3.9835,2.2042,6.3308,82.89
2012-06-04,100.1606,4.0741,-1.4,3.0,3.889,2.2,6.3276,82.56
2012-06-05,100.1606,4.0856,-1.4,3.0,3.793,2.2104,6.3225,82.79
2012-06-06,100.1606,4.0856,-1.4,3.0,3.759,2.2215,6.3261,82.18
2012-06-07,100.1606,4.0791,-1.4,3.0,3.7139,2.2514,6.317,82.26
2012-06-08,100.1606,3.9965,-1.4,3.0,3.6059,2.1587,6.3188,82.51
2012-06-11,100.1606,4.0498,-1.4,3.0,3.6159,2.1779,6.3169,82.67
2012-06-12,100.1606,4.0666,-1.4,3.0,3.6266,2.1889,6.3292,82.42
2012-06-13,100.1606,4.0962,-1.4,3.0,3.6453,2.209,6.3271,82.19
2012-06-14,100.1606,4.1141,-1.4,3.0,3.669,2.2508,6.3191,81.85
2012-06-15,100.1606,4.1172,-1.4,3.0,3.6812,2.246,6.3089,81.59
2012-06-18,100.1606,4.1419,-1.4,3.0,3.7533,2.2609,6.3005,81.95
2012-06-19,100.1606,4.152,-1.4,3.0,3.804,2.3308,6.3016,81.39
2012-06-20,100.1606,4.152,-1.4,3.0,3.8567,2.3708,6.3004,81.42
2012-06-21,100.1606,4.1328,-1.4,3.0,3.8958,2.3655,6.304,82.3
2012-06-22,100.1606,4.1328,-1.4,3.0,3.8958,2.3655,6.304,82.21
2012-06-25,100.1606,4.1477,-1.4,3.0,3.8968,2.3666,6.323,82.44
2012-06-26,100.1606,4.1177,-1.4,3.0,3.9362,2.3616,6.3211,82.39
2012-06-27,100.1606,4.1019,-1.4,3.0,3.9094,2.3716,6.3173,82.55
2012-06-28,100.1606,4.0819,-1.4,3.0,3.8828,2.3566,6.319,82.72
2012-06-29,100.1606,4.0815,-1.4,3.0,3.8763,2.342,6.3249,81.58
2012-06-30,100.195,4.0815,-2.08,2.2,3.8763,2.342,6.3249,81.58
2012-07-02,100.195,4.0703,-2.08,2.2,3.8842,2.347,6.3146,81.87
2012-07-03,100.195,4.0603,-2.08,2.2,3.8842,2.3452,6.3178,81.79
2012-07-04,100.195,4.0689,-2.08,2.2,3.8861,2.3252,6.3121,82.17
2012-07-05,100.195,4.0814,-2.08,2.2,3.8662,2.3129,6.3193,82.82
2012-07-06,100.195,4.0204,-2.08,2.2,3.7948,2.2525,6.3249,83.28
2012-07-09,100.195,4.0126,-2.08,2.2,3.8252,2.1979,6.3293,83.13
2012-07-10,100.195,4.0007,-2.08,2.2,3.8417,2.2161,6.3195,83.38
2012-07-11,100.195,3.9807,-2.08,2.2,3.8559,2.2236,6.3209,83.48
2012-07-12,100.195,3.9883,-2.08,2.2,3.8521,2.2287,6.3215,83.63
2012-07-13,100.195,3.9869,-2.08,2.2,3.8721,2.2171,6.3247,83.29
2012-07-16,100.195,4.0169,-2.08,2.2,3.8975,2.2353,6.3208,83.13
2012-07-17,100.195,4.0412,-2.08,2.2,3.9319,2.2453,6.3167,83.03
2012-07-18,100.195,4.0607,-2.08,2.2,3.9419,2.2513,6.314,82.98
2012-07-19,100.195,4.0489,-2.08,2.2,3.9309,2.2591,6.3126,82.91
2012-07-20,100.195,4.0412,-2.08,2.2,3.9409,2.2699,6.3112,83.49
2012-07-23,100.195,4.0463,-2.08,2.2,3.9495,2.2849,6.327,83.77
2012-07-24,100.195,4.0502,-2.08,2.2,3.9585,2.2891,6.3339,84.02
2012-07-25,100.195,4.0511,-2.08,2.2,3.9827,2.2819,6.3429,83.59
2012-07-26,100.195,4.0495,-2.08,2.2,4.0014,2.278,6.3381,82.85
2012-07-27,100.195,4.0566,-2.08,2.2,3.9872,2.2977,6.3325,82.64
2012-07-30,100.195,4.0577,-2.08,2.2,3.9981,2.2952,6.3303,82.81
2012-07-31,100.2378,4.0623,-2.87,1.8,4.0082,2.3077,6.332,82.68
2012-08-01,100.2378,4.0723,-2.87,1.8,4.0641,2.3277,6.3305,83.1
2012-08-02,100.2378,4.0673,-2.87,1.8,4.0565,2.3306,6.3392,83.31
2012-08-03,100.2378,4.0858,-2.87,1.8,4.0741,2.3553,6.3421,82.32
2012-08-06,100.2378,4.1311,-2.87,1.8,4.0876,2.3728,6.3353,82.27
2012-08-07,100.2378,4.1564,-2.87,1.8,4.1464,2.4078,6.3332,82.28
2012-08-08,100.2378,4.1525,-2.87,1.8,4.1913,2.4378,6.3378,82.34
2012-08-09,100.2378,4.1349,-2.87,1.8,4.175,2.4381,6.3387,82.6
2012-08-10,100.2378,4.1149,-2.87,1.8,4.2021,2.3959,6.3447,82.56
2012-08-13,100.2378,4.1315,-2.87,1.8,4.1913,2.4134,6.3456,82.43
2012-08-14,100.2378,4.1315,-2.87,1.8,4.196,2.4183,6.3443,82.54
2012-08-15,100.2378,4.1315,-2.87,1.8,4.2078,2.4572,6.3482,82.67
2012-08-16,100.2378,4.1341,-2.87,1.8,4.2345,2.4622,6.3495,82.39
2012-08-17,100.2378,4.1321,-2.87,1.8,4.2645,2.4745,6.3449,82.55
2012-08-20,100.2378,4.1474,-2.87,1.8,4.2945,2.5216,6.3478,82.47
2012-08-21,100.2378,4.1621,-2.87,1.8,4.3245,2.5566,6.3418,81.89
2012-08-22,100.2378,4.1721,-2.87,1.8,4.3676,2.5814,6.3348,81.49
2012-08-23,100.2378,4.1811,-2.87,1.8,4.4147,2.63,6.3316,81.37
2012-08-24,100.2378,4.16,-2.87,1.8,4.4147,2.6275,6.3305,81.62
2012-08-27,100.2378,4.1601,-2.87,1.8,4.4747,2.6412,6.3392,81.68
2012-08-28,100.2378,4.2097,-2.87,1.8,4.5296,2.6863,6.3411,81.34
2012-08-29,100.2378,4.2091,-2.87,1.8,4.5399,2.6963,6.3391,81.54
2012-08-30,100.2378,4.2091,-2.87,1.8,4.5499,2.6917,6.3435,81.69
2012-08-31,100.2837,4.2164,-3.48,2.0,4.5499,2.6806,6.3449,81.25
2012-09-03,100.2837,4.2019,-3.48,2.0,4.5499,2.6775,6.3415,81.21
2012-09-04,100.2837,4.1932,-3.48,2.0,4.5283,2.6251,6.3402,81.34
2012-09-05,100.2837,4.1934,-3.48,2.0,4.5283,2.6255,6.346,81.23
2012-09-06,100.2837,4.1933,-3.48,2.0,4.5452,2.6155,6.3439,81.11
2012-09-07,100.2837,4.2148,-3.48,2.0,4.5559,2.6364,6.3412,80.17
2012-09-10,100.2837,4.2725,-3.48,2.0,4.5859,2.6475,6.3375,80.41
2012-09-11,100.2837,4.2998,-3.48,2.0,4.6059,2.6574,6.3391,79.89
2012-09-12,100.2837,4.3299,-3.48,2.0,4.6259,2.7023,6.3355,79.69
2012-09-13,100.2837,4.3521,-3.48,2.0,4.6251,2.7365,6.3338,79.26
2012-09-14,100.2837,4.3985,-3.48,2.0,4.7051,2.7984,6.3317,78.84
2012-09-17,100.2837,4.4112,-3.48,2.0,4.7451,2.7984,6.3295,78.95
2012-09-18,100.2837,4.3916,-3.48,2.0,4.7981,2.8022,6.3353,79.19
2012-09-19,100.2837,4.3716,-3.48,2.0,4.8483,2.8022,6.3392,79.11
2012-09-20,100.2837,4.3702,-3.48,2.0,4.8304,2.8271,6.338,79.43
2012-09-21,100.2837,4.3602,-3.48,2.0,4.796,2.8401,6.3426,79.37
2012-09-24,100.2837,4.3655,-3.48,2.0,4.816,2.8401,6.3411,79.53
2012-09-25,100.2837,4.3323,-3.48,2.0,4.7906,2.8485,6.343,79.65
2012-09-26,100.2837,4.3111,-3.48,2.0,4.7297,2.8318,6.3443,79.82
2012-09-27,100.2837,4.2953,-3.48,2.0,4.716,2.8121,6.3459,79.55
2012-09-28,100.2837,4.3039,-3.48,2.0,4.699,2.7921,6.341,79.88
2012-09-29,100.2837,4.3043,-3.48,2.0,4.6946,2.7921,6.341,79.88
2012-09-30,100.3307,4.3043,-3.55,1.9,4.6946,2.7921,6.341,79.88
2012-10-01,100.3307,4.3043,-3.55,1.9,4.6946,2.7921,6.341,79.81
2012-10-02,100.3307,4.3043,-3.55,1.9,4.6946,2.7921,6.341,79.75
2012-10-03,100.3307,4.3043,-3.55,1.9,4.6946,2.7921,6.341,79.91
2012-10-04,100.3307,4.3043,-3.55,1.9,4.6946,2.7921,6.341,79.35
2012-10-05,100.3307,4.3043,-3.55,1.9,4.6946,2.7921,6.341,79.33
2012-10-08,100.3307,4.3194,-3.55,1.9,4.7185,2.7845,6.3426,79.6
2012-10-09,100.3307,4.3208,-3.55,1.9,4.7107,2.7844,6.3441,79.97
2012-10-10,100.3307,4.3344,-3.55,1.9,4.6957,2.7644,6.3449,80.11
2012-10-11,100.3307,4.3319,-3.55,1.9,4.6438,2.762,6.3391,79.78
2012-10-12,100.3307,4.3171,-3.55,1.9,4.5985,2.7543,6.3264,79.7
2012-10-15,100.3307,4.3102,-3.55,1.9,4.5898,2.7511,6.3112,79.74
2012-10-16,100.3307,4.3286,-3.55,1.9,4.5686,2.7641,6.3106,79.19
2012-10-17,100.3307,4.3318,-3.55,1.9,4.5434,2.8441,6.3028,79.06
2012-10-18,100.3307,4.3426,-3.55,1.9,4.554,2.8971,6.3021,79.36
2012-10-19,100.3307,4.3533,-3.55,1.9,4.5925,2.922,6.3052,79.63
2012-10-22,100.3307,4.3518,-3.55,1.9,4.606,2.905,6.3071,79.55
2012-10-23,100.3307,4.3618,-3.55,1.9,4.6362,2.9061,6.3078,79.91
2012-10-24,100.3307,4.3768,-3.55,1.9,4.66,2.9421,6.3081,79.94
2012-10-25,100.3307,4.3768,-3.55,1.9,4.6716,2.9764,6.3047,80.1
2012-10-26,100.3307,4.3926,-3.55,1.9,4.7116,2.9766,6.301,80.01
2012-10-29,100.3307,4.3829,-3.55,1.9,4.7452,2.9848,6.2992,80.24
2012-10-30,100.3307,4.3851,-3.55,1.9,4.6932,2.9533,6.3028,79.93
2012-10-31,100.3939,4.394,-2.76,1.7,4.6803,2.9327,6.3002,79.95
2012-11-01,100.3939,4.3991,-2.76,1.7,4.6808,2.9429,6.3017,80.04
2012-11-02,100.3939,4.4089,-2.76,1.7,4.7008,2.9555,6.3045,80.56
2012-11-05,100.3939,4.4149,-2.76,1.7,4.6997,2.9475,6.3082,80.71
2012-11-06,100.3939,4.4063,-2.76,1.7,4.6515,2.9438,6.3078,80.6
2012-11-07,100.3939,4.3963,-2.76,1.7,4.6615,2.9341,6.3067,80.76
2012-11-08,100.3939,4.4063,-2.76,1.7,4.6732,2.9423,6.306,80.8
2012-11-09,100.3939,4.4213,-2.76,1.7,4.6932,2.9377,6.3012,81.03
2012-11-12,100.3939,4.4332,-2.76,1.7,4.6922,2.9424,6.292,81.06
2012-11-13,100.3939,4.4232,-2.76,1.7,4.7122,2.9224,6.2891,81.1
2012-11-14,100.3939,4.4132,-2.76,1.7,4.6937,2.9188,6.2881,81.13
2012-11-15,100.3939,4.4032,-2.76,1.7,4.706,2.9152,6.2905,81.03
2012-11-16,100.3939,4.3877,-2.76,1.7,4.6985,2.8886,6.2945,81.2
2012-11-19,100.3939,4.3778,-2.76,1.7,4.7185,2.8633,6.2975,80.85
2012-11-20,100.3939,4.3878,-2.76,1.7,4.7245,2.8263,6.2926,80.89
2012-11-21,100.3939,4.3928,-2.76,1.7,4.7645,2.8116,6.2908,80.92
2012-11-22,100.3939,4.408,-2.76,1.7,4.7845,2.8216,6.2918,80.69
2012-11-23,100.3939,4.4189,-2.76,1.7,4.8045,2.8231,6.2906,80.2
2012-11-26,100.3939,4.4289,-2.76,1.7,4.7845,2.8399,6.2884,80.18
2012-11-27,100.3939,4.4389,-2.76,1.7,4.8074,2.8439,6.2852,80.36
2012-11-28,100.3939,4.4435,-2.76,1.7,4.8262,2.8315,6.2902,80.3
2012-11-29,100.3939,4.4426,-2.76,1.7,4.8414,2.8665,6.291,80.18
2012-11-30,100.4728,4.4451,-2.2,2.0,4.8693,2.8834,6.2892,80.23
2012-12-03,100.4728,4.4497,-2.2,2.0,4.8453,2.8744,6.2908,79.9
2012-12-04,100.4728,4.4544,-2.2,2.0,4.8391,2.8815,6.2885,79.66
2012-12-05,100.4728,4.456,-2.2,2.0,4.8591,2.9106,6.2871,79.84
2012-12-06,100.4728,4.456,-2.2,2.0,4.8459,2.8986,6.2911,80.23
2012-12-07,100.4728,4.4742,-2.2,2.0,4.8502,2.8952,6.293,80.41
2012-12-10,100.4728,4.4679,-2.2,2.0,4.8502,2.8975,6.2922,80.32
2012-12-11,100.4728,4.4753,-2.2,2.0,4.8543,2.8999,6.2906,80.05
2012-12-12,100.4728,4.476,-2.2,2.0,4.8542,2.9089,6.2883,79.86
2012-12-13,100.4728,4.4778,-2.2,2.0,4.8442,2.9007,6.2887,79.92
2012-12-14,100.4728,4.4848,-2.2,2.0,4.8042,2.8919,6.2923,79.57
2012-12-17,100.4728,4.4848,-2.2,2.0,4.82,2.8937,6.2892,79.57
2012-12-18,100.4728,4.4997,-2.2,2.0,4.835,2.9114,6.288,79.33
2012-12-19,100.4728,4.5164,-2.2,2.0,4.828,2.9063,6.2865,79.35
2012-12-20,100.4728,4.5252,-2.2,2.0,4.8341,2.9102,6.2877,79.24
2012-12-21,100.4728,4.5352,-2.2,2.0,4.8191,2.9179,6.2881,79.58
2012-12-24,100.4728,4.5258,-2.2,2.0,4.8012,2.9375,6.2913,79.66
2012-12-25,100.4728,4.5212,-2.2,2.0,4.8016,2.9178,6.2931,79.67
2012-12-26,100.4728,4.507,-2.2,2.0,4.7968,2.9278,6.2943,79.6
2012-12-27,100.4728,4.487,-2.2,2.0,4.7892,2.9073,6.2949,79.65
2012-12-28,100.4728,4.4759,-2.2,2.0,4.7901,2.8985,6.2896,79.68
2012-12-31,100.5579,4.4659,-1.94,2.5,4.8051,2.905,6.2855,79.76
2013-01-02,100.5579,4.4659,-1.94,2.5,4.8051,2.905,6.2855,79.82
2013-01-03,100.5579,4.4659,-1.94,2.5,4.8051,2.905,6.2855,80.43
2013-01-04,100.5579,4.4814,-1.94,2.5,4.8238,2.9189,6.2897,80.5
2013-01-05,100.5579,4.464,-1.94,2.5,4.771,2.8768,6.2897,80.5
2013-01-06,100.5579,4.4616,-1.94,2.5,4.76,2.8688,6.2897,80.5
2013-01-07,100.5579,4.4624,-1.94,2.5,4.6837,2.8689,6.2872,80.22
2013-01-08,100.5579,4.4524,-1.94,2.5,4.6737,2.8498,6.2804,80.34
2013-01-09,100.5579,4.4536,-1.94,2.5,4.609,2.8341,6.2814,80.54
2013-01-10,100.5579,4.4559,-1.94,2.5,4.5684,2.8547,6.2793,79.75
