,G1000116,M1004271,M0001227,M0000612,S0059843,S0059744,M0000185,M0000271
2009-08-20,100.0427,3.8768,-8.2,-1.8,2.8968,1.6039,6.8318,78.43
2009-08-21,100.0427,3.8808,-8.2,-1.8,2.8923,1.6086,6.8313,78.08
2009-08-24,100.0427,3.8822,-8.2,-1.8,2.9233,1.6044,6.8309,78.24
2009-08-25,100.0427,3.8761,-8.2,-1.8,2.9252,1.5955,6.8311,78.29
2009-08-26,100.0427,3.8676,-8.2,-1.8,2.9269,1.597,6.8313,78.66
2009-08-27,100.0427,3.8765,-8.2,-1.8,2.9284,1.598,6.832,78.11
2009-08-28,100.0427,3.8793,-8.2,-1.8,2.9286,1.6105,6.8309,78.31
2009-08-31,100.628,3.8974,-7.86,-1.2,2.9311,1.6023,6.8312,78.16
2009-09-01,100.628,3.8983,-7.86,-1.2,2.934,1.6274,6.8308,78.74
2009-09-02,100.628,3.8935,-7.86,-1.2,2.9358,1.5262,6.8316,78.42
2009-09-03,100.628,3.8908,-7.86,-1.2,2.9414,1.5312,6.8307,78.43
2009-09-04,100.628,3.8842,-7.86,-1.2,2.9218,1.5393,6.831,78.19
2009-09-07,100.628,3.8902,-7.86,-1.2,2.9408,1.5304,6.8305,77.99
2009-09-08,100.628,3.8925,-7.86,-1.2,2.9158,1.532,6.83,77.28
2009-09-09,100.628,3.8734,-7.86,-1.2,2.9182,1.5321,6.8292,77.08
2009-09-10,100.628,3.8894,-7.86,-1.2,2.9074,1.5039,6.8288,76.82
2009-09-11,100.628,3.8814,-7.86,-1.2,2.8874,1.5054,6.8282,76.73
2009-09-14,100.628,3.8751,-7.86,-1.2,2.895,1.5088,6.828,76.63
2009-09-15,100.628,3.8856,-7.86,-1.2,2.9065,1.5075,6.8284,76.51
2009-09-16,100.628,3.8893,-7.86,-1.2,2.9085,1.509,6.8281,76.25
2009-09-17,100.628,3.8889,-7.86,-1.2,2.9105,1.5106,6.8272,76.2
2009-09-18,100.628,3.8896,-7.86,-1.2,2.9106,1.5144,6.8271,76.44
2009-09-21,100.628,3.9214,-7.86,-1.2,2.9186,1.5098,6.828,76.75
2009-09-22,100.628,3.9294,-7.86,-1.2,2.9253,1.5104,6.8289,76.11
2009-09-23,100.628,3.9306,-7.86,-1.2,2.9286,1.5116,6.8271,76.54
2009-09-24,100.628,3.9229,-7.86,-1.2,2.9989,1.5069,6.828,76.87
2009-09-25,100.628,3.9216,-7.86,-1.2,3.0308,1.4794,6.8287,76.68
2009-09-27,100.628,3.9061,-7.86,-1.2,3.0362,1.4862,6.8287,76.68
2009-09-28,100.628,3.9072,-7.86,-1.2,3.0062,1.4609,6.8279,76.93
2009-09-29,100.628,3.9087,-7.86,-1.2,2.9762,1.4682,6.8288,77.06
2009-09-30,101.0359,3.8989,-6.99,-0.8,2.9462,1.4455,6.829,76.7
2009-10-01,101.0359,3.8989,-6.99,-0.8,2.9462,1.4455,6.829,77.18
2009-10-02,101.0359,3.8989,-6.99,-0.8,2.9462,1.4455,6.829,77.03
2009-10-05,101.0359,3.8989,-6.99,-0.8,2.9462,1.4455,6.829,76.7
2009-10-06,101.0359,3.8989,-6.99,-0.8,2.9462,1.4455,6.829,76.29
2009-10-07,101.0359,3.8989,-6.99,-0.8,2.9462,1.4455,6.829,76.4
2009-10-08,101.0359,3.8989,-6.99,-0.8,2.9462,1.4455,6.829,75.9
2009-10-09,101.0359,3.9317,-6.99,-0.8,2.9162,1.5013,6.827,76.34
2009-10-10,101.0359,3.9274,-6.99,-0.8,2.8862,1.5119,6.827,76.34
2009-10-12,101.0359,3.9617,-6.99,-0.8,2.9162,1.5118,6.8275,76.16
2009-10-13,101.0359,3.98,-6.99,-0.8,2.9325,1.5134,6.827,75.82
2009-10-14,101.0359,4.0,-6.99,-0.8,2.9339,1.5118,6.8269,75.46
2009-10-15,101.0359,4.0426,-6.99,-0.8,2.9505,1.5301,6.8267,75.45
2009-10-16,101.0359,4.0464,-6.99,-0.8,2.9855,1.514,6.827,75.58
2009-10-19,101.0359,4.025,-6.99,-0.8,2.9955,1.5116,6.8275,75.23
2009-10-20,101.0359,4.0251,-6.99,-0.8,2.9835,1.4973,6.8273,75.51
2009-10-21,101.0359,4.0151,-6.99,-0.8,3.0261,1.5027,6.8278,75.12
2009-10-22,101.0359,4.0152,-6.99,-0.8,2.9816,1.5081,6.8272,75.09
2009-10-23,101.0359,4.0153,-6.99,-0.8,2.9863,1.5135,6.8275,75.45
2009-10-26,101.0359,4.0158,-6.99,-0.8,3.006,1.5171,6.828,76.03
2009-10-27,101.0359,4.0168,-6.99,-0.8,3.0181,1.5184,6.8284,76.14
2009-10-28,101.0359,4.0268,-6.99,-0.8,3.026,1.5196,6.8283,76.44
2009-10-29,101.0359,4.0218,-6.99,-0.8,3.0286,1.5206,6.8285,75.94
2009-10-30,101.0359,4.0266,-6.99,-0.8,3.0235,1.5171,6.8281,76.39
2009-10-31,101.2492,4.0266,-5.85,-0.5,3.0235,1.5171,6.8281,76.39
2009-11-02,101.2492,4.0268,-5.85,-0.5,3.034,1.5301,6.8282,76.04
2009-11-03,101.2492,4.0355,-5.85,-0.5,3.0387,1.5288,6.8279,76.28
2009-11-04,101.2492,4.0362,-5.85,-0.5,3.0519,1.5275,6.828,75.78
2009-11-05,101.2492,4.05,-5.85,-0.5,3.0547,1.5289,6.8277,75.73
2009-11-06,101.2492,4.0352,-5.85,-0.5,3.0573,1.5302,6.8276,75.77
2009-11-09,101.2492,4.042,-5.85,-0.5,3.0539,1.5186,6.8273,75.04
2009-11-10,101.2492,4.0422,-5.85,-0.5,3.0402,1.5086,6.8268,74.99
2009-11-11,101.2492,4.028,-5.85,-0.5,3.0391,1.4936,6.8267,75.07
2009-11-12,101.2492,4.03,-5.85,-0.5,3.0282,1.4854,6.8268,75.67
2009-11-13,101.2492,4.0317,-5.85,-0.5,3.0248,1.4866,6.8273,75.29
2009-11-16,101.2492,4.0511,-5.85,-0.5,3.0548,1.4941,6.8272,74.9
2009-11-17,101.2492,4.083,-5.85,-0.5,3.1048,1.4888,6.8271,75.28
2009-11-18,101.2492,4.0891,-5.85,-0.5,3.1548,1.5206,6.8275,75.06
2009-11-19,101.2492,4.0915,-5.85,-0.5,3.1564,1.522,6.8274,75.26
2009-11-20,101.2492,4.0915,-5.85,-0.5,3.1575,1.5271,6.8278,75.6
2009-11-23,101.2492,4.0915,-5.85,-0.5,3.2075,1.5001,6.8279,75.13
2009-11-24,101.2492,4.0779,-5.85,-0.5,3.2575,1.4893,6.8276,75.11
2009-11-25,101.2492,4.0865,-5.85,-0.5,3.2394,1.4941,6.8275,74.26
2009-11-26,101.2492,4.0765,-5.85,-0.5,3.2524,1.4951,6.8268,74.77
2009-11-27,101.2492,4.0856,-5.85,-0.5,3.25,1.492,6.8269,74.9
2009-11-30,101.4214,4.0839,-2.08,0.6,3.22,1.4821,6.8272,74.81
2009-12-01,101.4214,4.0897,-2.08,0.6,3.224,1.4841,6.827,74.44
2009-12-02,101.4214,4.0891,-2.08,0.6,3.2273,1.486,6.8268,74.63
2009-12-03,101.4214,4.0841,-2.08,0.6,3.2253,1.48,6.827,74.8
2009-12-04,101.4214,4.0952,-2.08,0.6,3.2238,1.478,6.8272,75.77
2009-12-07,101.4214,4.0952,-2.08,0.6,3.2138,1.4793,6.8278,75.75
2009-12-08,101.4214,4.1049,-2.08,0.6,3.1988,1.4844,6.8277,76.22
2009-12-09,101.4214,4.1083,-2.08,0.6,3.2018,1.485,6.8279,76.01
2009-12-10,101.4214,4.1086,-2.08,0.6,3.1847,1.4855,6.8276,76.01
2009-12-11,101.4214,4.1083,-2.08,0.6,3.1892,1.4948,6.8277,76.53
2009-12-14,101.4214,4.081,-2.08,0.6,3.188,1.4882,6.8279,76.32
2009-12-15,101.4214,4.0687,-2.08,0.6,3.1832,1.4863,6.8278,76.91
2009-12-16,101.4214,4.0564,-2.08,0.6,3.1848,1.4859,6.828,76.9
2009-12-17,101.4214,4.0653,-2.08,0.6,3.1668,1.4897,6.8281,77.75
2009-12-18,101.4214,4.0625,-2.08,0.6,3.1468,1.4907,6.8284,77.71
2009-12-21,101.4214,4.0585,-2.08,0.6,3.1668,1.4853,6.8283,78.08
2009-12-22,101.4214,4.0528,-2.08,0.6,3.2168,1.4868,6.8285,78.28
2009-12-23,101.4214,4.053,-2.08,0.6,3.2228,1.4855,6.8287,77.88
2009-12-24,101.4214,4.0483,-2.08,0.6,3.2192,1.489,6.8285,77.73
2009-12-25,101.4214,4.0263,-2.08,0.6,3.2205,1.5,6.8283,77.64
2009-12-28,101.4214,4.0153,-2.08,0.6,3.2261,1.4986,6.8282,77.65
2009-12-29,101.4214,4.0133,-2.08,0.6,3.2291,1.5012,6.8282,77.83
2009-12-30,101.4214,4.0139,-2.08,0.6,3.2319,1.5013,6.8283,77.89
2009-12-31,101.3894,4.0137,1.7,1.9,3.2324,1.4953,6.8282,77.92
2010-01-04,101.3894,4.0237,1.7,1.9,3.2254,1.5,6.8281,77.51
2010-01-05,101.3894,4.0017,1.7,1.9,3.1954,1.5098,6.8278,77.63
2010-01-06,101.3894,4.0067,1.7,1.9,3.2,1.5238,6.8277,77.47
2010-01-07,101.3894,4.0117,1.7,1.9,3.17,1.5489,6.8276,77.99
2010-01-08,101.3894,4.0314,1.7,1.9,3.14,1.5411,6.8279,77.48
2010-01-11,101.3894,4.0214,1.7,1.9,3.139,1.533,6.8275,77.02
2010-01-12,101.3894,4.0217,1.7,1.9,3.1401,1.5589,6.8274,77.0
2010-01-13,101.3894,4.0517,1.7,1.9,3.1501,1.6139,6.8273,76.84
2010-01-14,101.3894,4.0317,1.7,1.9,3.11,1.6039,6.8272,76.76
2010-01-15,101.3894,4.0314,1.7,1.9,3.06,1.6019,6.8271,77.2
2010-01-18,101.3894,4.0317,1.7,1.9,3.04,1.6069,6.8272,77.11
2010-01-19,101.3894,4.0318,1.7,1.9,3.0523,1.5968,6.827,77.53
2010-01-20,101.3894,4.0118,1.7,1.9,3.0144,1.5651,6.8273,78.36
2010-01-21,101.3894,4.019,1.7,1.9,3.016,1.5994,6.8272,78.43
2010-01-22,101.3894,4.02,1.7,1.9,3.0146,1.6066,6.8271,78.27
2010-01-25,101.3894,4.01,1.7,1.9,3.0281,1.6147,6.827,78.2
2010-01-26,101.3894,4.019,1.7,1.9,3.0304,1.6346,6.8269,78.5
2010-01-27,101.3894,4.01,1.7,1.9,3.0325,1.6346,6.827,78.72
2010-01-28,101.3894,4.025,1.7,1.9,3.0615,1.6446,6.8271,78.93
2010-01-29,101.3894,4.0298,1.7,1.9,3.0715,1.6529,6.827,79.49
2010-01-31,101.3622,4.0298,4.32,1.5,3.0715,1.6529,6.827,79.49
2010-02-01,101.3622,3.9901,4.32,1.5,3.1005,1.6445,6.8271,79.19
2010-02-02,101.3622,3.9796,4.32,1.5,3.1024,1.6446,6.8271,79.0
2010-02-03,101.3622,3.97,4.32,1.5,3.1314,1.6446,6.8269,79.41
2010-02-04,101.3622,3.975,4.32,1.5,3.1327,1.6447,6.827,80.0
2010-02-05,101.3622,3.98,4.32,1.5,3.1239,1.6532,6.8272,80.25
2010-02-08,101.3622,3.9902,4.32,1.5,3.0739,1.6447,6.8273,80.38
2010-02-09,101.3622,3.982,4.32,1.5,3.0649,1.6448,6.8271,79.77
2010-02-10,101.3622,3.9899,4.32,1.5,3.065,1.6447,6.8269,80.04
2010-02-11,101.3622,3.9842,4.32,1.5,3.09,1.6547,6.827,79.99
2010-02-12,101.3622,3.9837,4.32,1.5,3.1,1.66,6.8269,80.24
2010-02-15,101.3622,3.9837,4.32,1.5,3.1,1.66,6.8269,80.38
2010-02-16,101.3622,3.9837,4.32,1.5,3.1,1.66,6.8269,79.64
2010-02-17,101.3622,3.9837,4.32,1.5,3.1,1.66,6.8269,80.47
2010-02-18,101.3622,3.9837,4.32,1.5,3.1,1.66,6.8269,80.92
2010-02-19,101.3622,3.9837,4.32,1.5,3.1,1.66,6.8269,80.53
2010-02-20,101.3622,4.0,4.32,1.5,3.0815,1.6793,6.8269,80.53
2010-02-21,101.3622,4.0048,4.32,1.5,3.08,1.6793,6.8269,80.53
2010-02-22,101.3622,4.0172,4.32,1.5,3.0472,1.68,6.8271,80.56
2010-02-23,101.3622,4.0132,4.32,1.5,3.0338,1.6801,6.827,80.92
2010-02-24,101.3622,3.9932,4.32,1.5,3.025,1.6801,6.8271,80.77
2010-02-25,101.3622,3.9734,4.32,1.5,3.0317,1.6801,6.827,80.74
2010-02-26,101.3622,3.8543,4.32,1.5,3.0241,1.6294,6.8269,80.35
2010-02-28,101.2401,3.8543,5.39,2.7,3.0241,1.6294,6.8269,80.35
2010-03-01,101.2401,3.8143,5.39,2.7,3.0336,1.6094,6.8267,80.72
2010-03-02,101.2401,3.7811,5.39,2.7,3.0259,1.5396,6.8268,80.47
2010-03-03,101.2401,3.7353,5.39,2.7,2.9769,1.5,6.8266,80.01
2010-03-04,101.2401,3.7847,5.39,2.7,2.9369,1.51,6.8265,80.55
2010-03-05,101.2401,3.8275,5.39,2.7,2.9561,1.5203,6.8266,80.44
2010-03-08,101.2401,3.8017,5.39,2.7,2.9511,1.5105,6.8266,80.43
2010-03-09,101.2401,3.7975,5.39,2.7,2.9524,1.5106,6.8265,80.56
2010-03-10,101.2401,3.8008,5.39,2.7,2.9284,1.5364,6.8264,80.4
2010-03-11,101.2401,3.8333,5.39,2.7,2.9104,1.5274,6.8263,80.26
2010-03-12,101.2401,3.8025,5.39,2.7,2.9197,1.5378,6.8262,79.8
2010-03-15,101.2401,3.7962,5.39,2.7,2.9104,1.528,6.8261,80.23
2010-03-16,101.2401,3.775,5.39,2.7,2.8924,1.5281,6.8263,79.67
2010-03-17,101.2401,3.7273,5.39,2.7,2.9084,1.5281,6.8262,79.75
2010-03-18,101.2401,3.683,5.39,2.7,2.8894,1.5181,6.8262,80.31
2010-03-19,101.2401,3.7078,5.39,2.7,2.939,1.5185,6.8263,80.77
2010-03-22,101.2401,3.7126,5.39,2.7,2.925,1.5083,6.8264,80.53
2010-03-23,101.2401,3.7371,5.39,2.7,2.857,1.5175,6.8263,80.88
2010-03-24,101.2401,3.764,5.39,2.7,2.8288,1.5176,6.8264,81.91
2010-03-25,101.2401,3.7856,5.39,2.7,2.7653,1.5076,6.8266,82.15
2010-03-26,101.2401,3.7673,5.39,2.7,2.8203,1.5181,6.8268,81.62
2010-03-29,101.2401,3.8026,5.39,2.7,2.8123,1.5076,6.8266,81.29
2010-03-30,101.2401,3.8058,5.39,2.7,2.8293,1.5301,6.8264,81.47
2010-03-31,101.093,3.7929,5.91,2.4,2.8252,1.5501,6.8263,81.07
2010-04-01,101.093,3.7899,5.91,2.4,2.8389,1.5782,6.8261,80.72
2010-04-02,101.093,3.7898,5.91,2.4,2.8678,1.5947,6.826,81.18
2010-04-05,101.093,3.7898,5.91,2.4,2.8678,1.5947,6.826,81.11
2010-04-06,101.093,3.7906,5.91,2.4,2.9125,1.6,6.826,81.39
2010-04-07,101.093,3.796,5.91,2.4,2.9543,1.62,6.8259,81.61
2010-04-08,101.093,3.8232,5.91,2.4,2.9768,1.64,6.8259,81.5
2010-04-09,101.093,3.8287,5.91,2.4,2.9678,1.6709,6.826,80.88
2010-04-12,101.093,3.8199,5.91,2.4,2.9735,1.66,6.8259,80.58
2010-04-13,101.093,3.789,5.91,2.4,2.9578,1.6551,6.826,80.42
2010-04-14,101.093,3.7844,5.91,2.4,2.9577,1.6503,6.8261,80.22
2010-04-15,101.093,3.7604,5.91,2.4,2.9777,1.6504,6.826,80.47
2010-04-16,101.093,3.7668,5.91,2.4,2.9839,1.6607,6.8261,80.8
2010-04-19,101.093,3.7629,5.91,2.4,2.958,1.6394,6.8262,80.92
2010-04-20,101.093,3.7449,5.91,2.4,2.9426,1.6393,6.8263,81.04
2010-04-21,101.093,3.7252,5.91,2.4,2.941,1.6193,6.8264,81.23
2010-04-22,101.093,3.6951,5.91,2.4,2.939,1.6392,6.8263,81.69
2010-04-23,101.093,3.6748,5.91,2.4,2.9209,1.63,6.8264,81.36
2010-04-26,101.093,3.6504,5.91,2.4,2.912,1.6181,6.8263,81.28
2010-04-27,101.093,3.6565,5.91,2.4,2.8929,1.5991,6.8262,82.33
2010-04-28,101.093,3.6467,5.91,2.4,2.8952,1.5792,6.8264,82.29
2010-04-29,101.093,3.6602,5.91,2.4,2.896,1.5792,6.8265,82.01
2010-04-30,100.8813,3.6534,6.81,2.8,2.904,1.5892,6.8263,81.91
2010-05-03,100.8813,3.6534,6.81,2.8,2.904,1.5892,6.8263,82.38
2010-05-04,100.8813,3.6686,6.81,2.8,2.9444,1.61,6.8265,83.47
2010-05-05,100.8813,3.6577,6.81,2.8,2.9264,1.6099,6.8267,84.15
2010-05-06,100.8813,3.6588,6.81,2.8,2.93,1.6435,6.8269,84.95
2010-05-07,100.8813,3.6043,6.81,2.8,2.96,1.6568,6.8271,84.39
2010-05-10,100.8813,3.6128,6.81,2.8,2.971,1.6611,6.8269,84.25
2010-05-11,100.8813,3.6371,6.81,2.8,2.919,1.6911,6.827,84.73
2010-05-12,100.8813,3.6333,6.81,2.8,2.8704,1.7086,6.8271,84.84
2010-05-13,100.8813,3.6018,6.81,2.8,2.9001,1.711,6.8272,85.43
2010-05-14,100.8813,3.6114,6.81,2.8,2.9142,1.7434,6.8273,86.29
2010-05-17,100.8813,3.6153,6.81,2.8,2.8825,1.7468,6.8275,86.14
2010-05-18,100.8813,3.5651,6.81,2.8,2.8636,1.7464,6.8276,87.31
2010-05-19,100.8813,3.5353,6.81,2.8,2.86,1.7681,6.8278,86.12
2010-05-20,100.8813,3.54,6.81,2.8,2.854,1.7689,6.8277,85.95
2010-05-21,100.8813,3.5342,6.81,2.8,2.87,1.7827,6.8276,85.46
2010-05-24,100.8813,3.5505,6.81,2.8,2.8862,1.8,6.8277,86.48
2010-05-25,100.8813,3.549,6.81,2.8,2.891,1.7947,6.8279,86.39
2010-05-26,100.8813,3.5506,6.81,2.8,2.8821,1.8388,6.828,87.36
2010-05-27,100.8813,3.5691,6.81,2.8,2.8691,1.8327,6.8281,86.3
2010-05-28,100.8813,3.5773,6.81,2.8,2.9003,1.8298,6.8279,86.77
2010-05-31,100.6469,3.5716,7.13,3.1,2.8933,1.8162,6.828,86.47
2010-06-01,100.6469,3.5858,7.13,3.1,2.9301,1.8391,6.8279,86.88
2010-06-02,100.6469,3.5962,7.13,3.1,2.9345,1.8175,6.8281,86.74
2010-06-03,100.6469,3.5888,7.13,3.1,2.9237,1.8176,6.828,87.21
2010-06-04,100.6469,3.5902,7.13,3.1,2.9576,1.8341,6.8281,88.3
2010-06-07,100.6469,3.5834,7.13,3.1,2.9385,1.8643,6.8283,88.49
2010-06-08,100.6469,3.583,7.13,3.1,2.942,1.8723,6.8284,88.15
2010-06-09,100.6469,3.5912,7.13,3.1,2.9405,1.8726,6.8282,87.92
2010-06-10,100.6469,3.6014,7.13,3.1,2.9765,1.866,6.8281,87.11
2010-06-11,100.6469,3.6166,7.13,3.1,2.9964,2.016,6.8279,87.28
2010-06-12,100.6469,3.6111,7.13,3.1,3.0075,2.007,6.8279,87.28
2010-06-13,100.6469,3.6219,7.13,3.1,3.0088,2.0168,6.8279,87.28
2010-06-14,100.6469,3.6219,7.13,3.1,3.0088,2.0168,6.8279,86.7
2010-06-15,100.6469,3.6219,7.13,3.1,3.0088,2.0168,6.8279,86.05
2010-06-16,100.6469,3.6219,7.13,3.1,3.0088,2.0168,6.8279,86.2
2010-06-17,100.6469,3.6215,7.13,3.1,3.0107,2.0288,6.8277,85.69
2010-06-18,100.6469,3.6886,7.13,3.1,3.0647,2.1036,6.8275,85.57
2010-06-21,100.6469,3.6751,7.13,3.1,3.0992,2.1201,6.8275,85.94
2010-06-22,100.6469,3.6654,7.13,3.1,3.1013,2.126,6.798,86.11
2010-06-23,100.6469,3.6854,7.13,3.1,3.1021,2.127,6.8102,85.82
2010-06-24,100.6469,3.6767,7.13,3.1,3.1521,2.1297,6.81,85.76
2010-06-25,100.6469,3.6631,7.13,3.1,3.1721,2.1395,6.7896,85.35
2010-06-28,100.6469,3.65,7.13,3.1,3.1971,2.1115,6.789,85.69
2010-06-29,100.6469,3.6325,7.13,3.1,3.2301,2.122,6.7901,86.13
2010-06-30,100.4633,3.5971,6.41,2.9,3.196,2.1346,6.7909,86.05
2010-07-01,100.4633,3.5974,6.41,2.9,3.17,2.121,6.7858,84.55
2010-07-02,100.4633,3.5736,6.41,2.9,3.1712,2.1181,6.772,84.37
2010-07-05,100.4633,3.5634,6.41,2.9,3.1126,2.1233,6.7733,84.56
2010-07-06,100.4633,3.5474,6.41,2.9,3.0922,2.1167,6.779,84.05
2010-07-07,100.4633,3.5498,6.41,2.9,3.0622,2.0571,6.7781,83.96
2010-07-08,100.4633,3.5737,6.41,2.9,3.0616,2.0385,6.7768,83.86
2010-07-09,100.4633,3.5732,6.41,2.9,3.0634,2.0185,6.7753,83.98
2010-07-12,100.4633,3.5758,6.41,2.9,3.0595,1.9845,6.7718,84.25
2010-07-13,100.4633,3.5704,6.41,2.9,3.0365,1.9245,6.7802,83.52
2010-07-14,100.4633,3.5544,6.41,2.9,3.0158,1.8745,6.7755,83.35
2010-07-15,100.4633,3.5429,6.41,2.9,3.0231,1.8855,6.7741,82.35
2010-07-16,100.4633,3.5453,6.41,2.9,3.0219,1.8771,6.7718,82.57
2010-07-19,100.4633,3.5379,6.41,2.9,2.985,1.8951,6.78,82.56
2010-07-20,100.4633,3.5428,6.41,2.9,2.9757,1.9011,6.7812,82.75
2010-07-21,100.4633,3.5359,6.41,2.9,2.9556,1.8768,6.7802,83.34
2010-07-22,100.4633,3.5313,6.41,2.9,2.9498,1.9302,6.7859,82.64
2010-07-23,100.4633,3.5369,6.41,2.9,2.9524,1.9349,6.779,82.52
2010-07-26,100.4633,3.5585,6.41,2.9,2.9169,1.9578,6.7778,82.07
2010-07-27,100.4633,3.568,6.41,2.9,2.9322,1.9352,6.7742,82.13
2010-07-28,100.4633,3.5739,6.41,2.9,2.9313,1.9306,6.7785,82.13
2010-07-29,100.4633,3.5741,6.41,2.9,2.9307,1.931,6.7787,81.62
2010-07-30,100.4633,3.5769,6.41,2.9,2.93,1.9318,6.775,81.57
2010-07-31,100.3632,3.5769,4.84,3.3,2.93,1.9318,6.775,81.57
2010-08-02,100.3632,3.5819,4.84,3.3,2.9216,1.9327,6.7742,80.9
2010-08-03,100.3632,3.5699,4.84,3.3,2.9416,1.9333,6.7722,80.6
2010-08-04,100.3632,3.569,4.84,3.3,2.9414,1.9307,6.7715,80.99
2010-08-05,100.3632,3.5737,4.84,3.3,2.993,1.9295,6.7783,80.78
2010-08-06,100.3632,3.5707,4.84,3.3,3.02,1.9056,6.773,80.41
2010-08-09,100.3632,3.5713,4.84,3.3,3.0055,1.9116,6.7685,80.71
2010-08-10,100.3632,3.5714,4.84,3.3,2.9905,1.9118,6.7745,80.89
2010-08-11,100.3632,3.5574,4.84,3.3,2.9899,1.9125,6.7768,82.46
2010-08-12,100.3632,3.5283,4.84,3.3,2.9905,1.9129,6.8015,82.58
2010-08-13,100.3632,3.5385,4.84,3.3,2.9789,1.9206,6.8035,82.92
2010-08-16,100.3632,3.5391,4.84,3.3,2.9765,1.9334,6.8064,82.46
2010-08-17,100.3632,3.5342,4.84,3.3,2.98,1.9344,6.7979,82.24
2010-08-18,100.3632,3.5291,4.84,3.3,2.971,1.9358,6.7895,82.27
2010-08-19,100.3632,3.5342,4.84,3.3,2.9631,1.9412,6.7898,82.47
2010-08-20,100.3632,3.5344,4.84,3.3,2.9607,1.9194,6.7884,83.02
2010-08-23,100.3632,3.5346,4.84,3.3,2.9589,1.9225,6.7989,83.26
2010-08-24,100.3632,3.5353,4.84,3.3,2.9702,1.8928,6.7999,83.34
2010-08-25,100.3632,3.5461,4.84,3.3,2.9744,1.8795,6.8007,83.19
2010-08-26,100.3632,3.5564,4.84,3.3,2.9749,1.91,6.8041,82.9
2010-08-27,100.3632,3.5564,4.84,3.3,2.9862,1.9005,6.8001,82.74
2010-08-30,100.3632,3.5415,4.84,3.3,2.99,1.9023,6.8025,83.16
2010-08-31,100.3507,3.5416,4.32,3.5,3.0005,1.9163,6.8105,83.07
2010-09-01,100.3507,3.5418,4.32,3.5,2.9998,1.9086,6.8126,82.48
2010-09-02,100.3507,3.5469,4.32,3.5,3.0006,1.9001,6.8003,82.4
2010-09-03,100.3507,3.5469,4.32,3.5,2.9891,1.9161,6.7973,82.01
2010-09-06,100.3507,3.547,4.32,3.5,2.9948,1.9161,6.7838,82.05
2010-09-07,100.3507,3.5625,4.32,3.5,3.003,1.9222,6.7799,82.89
2010-09-08,100.3507,3.5524,4.32,3.5,3.0103,1.9263,6.7907,82.57
2010-09-09,100.3507,3.5566,4.32,3.5,3.0165,1.9267,6.7817,82.68
2010-09-10,100.3507,3.5612,4.32,3.5,3.0765,1.9123,6.7625,82.86
2010-09-13,100.3507,3.5698,4.32,3.5,3.0993,1.8949,6.7509,81.88
2010-09-14,100.3507,3.5711,4.32,3.5,3.1196,1.9017,6.7378,81.23
2010-09-15,100.3507,3.5978,4.32,3.5,3.1305,1.9027,6.725,81.46
2010-09-16,100.3507,3.6036,4.32,3.5,3.1697,1.9176,6.7181,81.27
2010-09-17,100.3507,3.6044,4.32,3.5,3.1639,1.9335,6.7172,81.41
2010-09-19,100.3507,3.6048,4.32,3.5,3.1662,1.9346,6.7172,81.41
2010-09-20,100.3507,3.6049,4.32,3.5,3.1901,1.9268,6.711,81.32
2010-09-21,100.3507,3.6046,4.32,3.5,3.2401,1.9311,6.6997,80.44
2010-09-22,100.3507,3.6046,4.32,3.5,3.2401,1.9311,6.6997,79.8
2010-09-23,100.3507,3.6046,4.32,3.5,3.2401,1.9311,6.6997,80.11
2010-09-24,100.3507,3.6046,4.32,3.5,3.2401,1.9311,6.6997,79.28
2010-09-25,100.3507,3.6056,4.32,3.5,3.2446,1.9341,6.6997,79.28
2010-09-26,100.3507,3.6097,4.32,3.5,3.2646,1.9347,6.6997,79.28
2010-09-27,100.3507,3.6048,4.32,3.5,3.3146,1.9456,6.7098,79.53
2010-09-28,100.3507,3.6247,4.32,3.5,3.2941,1.9462,6.7051,78.92
2010-09-29,100.3507,3.6447,4.32,3.5,3.3251,1.9442,6.6936,78.78
2010-09-30,100.3921,3.6479,4.33,3.6,3.365,1.9459,6.7011,78.8
2010-10-01,100.3921,3.6479,4.33,3.6,3.365,1.9459,6.7011,78.03
2010-10-04,100.3921,3.6479,4.33,3.6,3.365,1.9459,6.7011,78.49
2010-10-05,100.3921,3.6479,4.33,3.6,3.365,1.9459,6.7011,77.81
2010-10-06,100.3921,3.6479,4.33,3.6,3.365,1.9459,6.7011,77.43
2010-10-07,100.3921,3.6479,4.33,3.6,3.365,1.9459,6.7011,77.42
2010-10-08,100.3921,3.6579,4.33,3.6,3.3627,1.9493,6.683,77.2
2010-10-09,100.3921,3.66,4.33,3.6,3.3557,1.9498,6.683,77.2
2010-10-11,100.3921,3.6933,4.33,3.6,3.3568,1.937,6.6732,77.47
2010-10-12,100.3921,3.6935,4.33,3.6,3.349,1.9397,6.6775,77.33
2010-10-13,100.3921,3.6988,4.33,3.6,3.349,1.9386,6.6693,77.08
2010-10-14,100.3921,3.6992,4.33,3.6,3.3398,1.9389,6.6582,76.53
2010-10-15,100.3921,3.6926,4.33,3.6,3.3215,1.9337,6.6497,76.97
2010-10-18,100.3921,3.71,4.33,3.6,3.3225,1.9429,6.6541,77.15
2010-10-19,100.3921,3.7118,4.33,3.6,3.3134,1.9515,6.6553,78.19
2010-10-20,100.3921,3.9105,4.33,3.6,3.4384,2.0801,6.6754,77.17
